"UPW_DOI"
"10.1001/jama.2014.16616"
"10.1001/jamaophthalmol.2013.6310"
"10.1001/jamaophthalmol.2014.965"
"10.1002/2013gb004705"
"10.1002/2013jd021083"
"10.1002/2014gl059255"
"10.1002/2014gl059540"
"10.1002/2014gl059575"
"10.1002/2014gl059616"
"10.1002/2014gl059651"
"10.1002/2014gl059835"
"10.1002/2014gl059847"
"10.1002/2014gl059874"
"10.1002/2014gl060033"
"10.1002/2014ms000331"
"10.1002/2014ms000381"
"10.1002/adfm.201304123"
"10.1002/adhm.201300602"
"10.1002/adma.201403635"
"10.1002/aic.14295"
"10.1002/aic.14311"
"10.1002/aic.14319"
"10.1002/aic.14320"
"10.1002/aic.14324"
"10.1002/aic.14330"
"10.1002/aic.14332"
"10.1002/aic.14335"
"10.1002/aic.14336"
"10.1002/aic.14337"
"10.1002/aic.14339"
"10.1002/aic.14341"
"10.1002/aic.14342"
"10.1002/aic.14343"
"10.1002/aic.14344"
"10.1002/aic.14345"
"10.1002/aic.14346"
"10.1002/aic.14347"
"10.1002/aic.14352"
"10.1002/aic.14356"
"10.1002/aic.14384"
"10.1002/ajoc.201300228"
"10.1002/ajoc.201300231"
"10.1002/ajoc.201300234"
"10.1002/ajoc.201300235"
"10.1002/ajoc.201300252"
"10.1002/ajoc.201300261"
"10.1002/ajoc.201300267"
"10.1002/ajoc.201300288"
"10.1002/anie.201400394"
"10.1002/arch.21146"
"10.1002/arch.21148"
"10.1002/arch.21151"
"10.1002/art.38383"
"10.1002/bjs.9443"
"10.1002/bjs.9464"
"10.1002/bjs.9484"
"10.1002/cbdv.201300259"
"10.1002/cbdv.201300290"
"10.1002/cbdv.201300349"
"10.1002/cbdv.201300350"
"10.1002/cbdv.201300363"
"10.1002/cbdv.201300389"
"10.1002/cbdv.201300390"
"10.1002/cbdv.201300397"
"10.1002/cbdv.201400005"
"10.1002/cbdv.201400021"
"10.1002/cbdv.201400052"
"10.1002/ceat.201200193"
"10.1002/ceat.201300203"
"10.1002/ceat.201300267"
"10.1002/ceat.201300297"
"10.1002/ceat.201300380"
"10.1002/ceat.201300389"
"10.1002/ceat.201300398"
"10.1002/ceat.201300421"
"10.1002/ceat.201300443"
"10.1002/ceat.201300494"
"10.1002/ceat.201300538"
"10.1002/ceat.201300551"
"10.1002/ceat.201300553"
"10.1002/ceat.201300635"
"10.1002/chem.201403626"
"10.1002/chem.201403958"
"10.1002/chem.201404004"
"10.1002/chem.201404187"
"10.1002/cjoc.201400391"
"10.1002/clc.22233"
"10.1002/clc.22234"
"10.1002/clc.22235"
"10.1002/clc.22236"
"10.1002/clc.22238"
"10.1002/clc.22242"
"10.1002/clc.22248"
"10.1002/clen.201400039"
"10.1002/cmmi.1535"
"10.1002/cmmi.1541"
"10.1002/cmmi.1542"
"10.1002/cmmi.1543"
"10.1002/cmmi.1550"
"10.1002/cmmi.1551"
"10.1002/cmmi.1563"
"10.1002/cmmi.1571"
"10.1002/cmmi.1573"
"10.1002/cpa.21556"
"10.1002/cpa.21559"
"10.1002/cssc.201402816"
"10.1002/dev.21195"
"10.1002/dev.21196"
"10.1002/dev.21197"
"10.1002/ece3.833"
"10.1002/ece3.882"
"10.1002/ece3.892"
"10.1002/ece3.903"
"10.1002/ece3.924"
"10.1002/ece3.928"
"10.1002/ece3.933"
"10.1002/ece3.934"
"10.1002/ece3.938"
"10.1002/ece3.939"
"10.1002/ece3.940"
"10.1002/ece3.941"
"10.1002/ece3.942"
"10.1002/ece3.945"
"10.1002/ece3.946"
"10.1002/ece3.949"
"10.1002/ece3.950"
"10.1002/ece3.951"
"10.1002/ece3.956"
"10.1002/ecj.11482"
"10.1002/ecj.11497"
"10.1002/ecj.11502"
"10.1002/ecj.11519"
"10.1002/ecj.11521"
"10.1002/ecj.11525"
"10.1002/ecj.11598"
"10.1002/ecj.11607"
"10.1002/eej.22407"
"10.1002/eej.22410"
"10.1002/eej.22426"
"10.1002/eej.22458"
"10.1002/eej.22495"
"10.1002/eej.22513"
"10.1002/eej.22562"
"10.1002/eji.201343962"
"10.1002/eji.201344007"
"10.1002/ejic.201301081"
"10.1002/ejic.201301115"
"10.1002/ejic.201301212"
"10.1002/ejic.201301317"
"10.1002/ejic.201301320"
"10.1002/ejic.201301340"
"10.1002/ejic.201301383"
"10.1002/ejic.201301407"
"10.1002/ejic.201301474"
"10.1002/erv.2283"
"10.1002/gcc.22136"
"10.1002/gcc.22138"
"10.1002/gcc.22140"
"10.1002/gcc.22141"
"10.1002/gcc.22142"
"10.1002/gcc.22143"
"10.1002/gcc.22144"
"10.1002/gcc.22145"
"10.1002/gcc.22146"
"10.1002/gcc.22147"
"10.1002/hc.21138"
"10.1002/hc.21139"
"10.1002/hc.21141"
"10.1002/hc.21142"
"10.1002/hc.21143"
"10.1002/hc.21145"
"10.1002/hed.23422"
"10.1002/hed.23438"
"10.1002/hlca.201300317"
"10.1002/hlca.201300378"
"10.1002/hlca.201300391"
"10.1002/hlca.201300394"
"10.1002/hlca.201300396"
"10.1002/hlca.201300402"
"10.1002/hlca.201300418"
"10.1002/hlca.201300421"
"10.1002/hlca.201300426"
"10.1002/hlca.201300437"
"10.1002/hlca.201400045"
"10.1002/hlca.201400074"
"10.1002/hlca.201400079"
"10.1002/hlca.201400123"
"10.1002/ijop.12091"
"10.1002/ijop.12109"
"10.1002/ima.22072"
"10.1002/ima.22073"
"10.1002/ima.22074"
"10.1002/ima.22076"
"10.1002/ima.22077"
"10.1002/ima.22078"
"10.1002/ima.22079"
"10.1002/ima.22080"
"10.1002/ima.22081"
"10.1002/ima.22082"
"10.1002/ima.22083"
"10.1002/ima.22084"
"10.1002/ima.22086"
"10.1002/iub.1235"
"10.1002/iub.1237"
"10.1002/iub.1239"
"10.1002/iub.1240"
"10.1002/iub.1241"
"10.1002/iub.1242"
"10.1002/j.1839-4655.2014.tb00297.x"
"10.1002/j.1839-4655.2014.tb00298.x"
"10.1002/j.1839-4655.2014.tb00299.x"
"10.1002/j.1839-4655.2014.tb00300.x"
"10.1002/j.1839-4655.2014.tb00301.x"
"10.1002/j.1839-4655.2014.tb00304.x"
"10.1002/j.1839-4655.2014.tb00305.x"
"10.1002/j.1839-4655.2014.tb00306.x"
"10.1002/j.1839-4655.2014.tb00307.x"
"10.1002/j.1839-4655.2014.tb00308.x"
"10.1002/j.1839-4655.2014.tb00309.x"
"10.1002/j.1839-4655.2014.tb00312.x"
"10.1002/j.1839-4655.2014.tb00313.x"
"10.1002/j.1839-4655.2014.tb00314.x"
"10.1002/j.1839-4655.2014.tb00315.x"
"10.1002/j.1839-4655.2014.tb00316.x"
"10.1002/j.1839-4655.2014.tb00317.x"
"10.1002/j.1839-4655.2014.tb00318.x"
"10.1002/j.1839-4655.2014.tb00321.x"
"10.1002/j.1839-4655.2014.tb00322.x"
"10.1002/j.1839-4655.2014.tb00323.x"
"10.1002/j.1839-4655.2014.tb00324.x"
"10.1002/j.1839-4655.2014.tb00325.x"
"10.1002/j.1839-4655.2014.tb00326.x"
"10.1002/j.1839-4655.2014.tb00327.x"
"10.1002/jbmr.2083"
"10.1002/jbmr.2084"
"10.1002/jbmr.2085"
"10.1002/jbmr.2086"
"10.1002/jbmr.2087"
"10.1002/jbmr.2088"
"10.1002/jbmr.2089"
"10.1002/jbmr.2091"
"10.1002/jbmr.2092"
"10.1002/jbmr.2093"
"10.1002/jbmr.2094"
"10.1002/jbmr.2095"
"10.1002/jbmr.2096"
"10.1002/jbmr.2097"
"10.1002/jbmr.2099"
"10.1002/jbmr.2100"
"10.1002/jbmr.2102"
"10.1002/jbmr.2103"
"10.1002/jbmr.2105"
"10.1002/jbmr.2106"
"10.1002/jbmr.2107"
"10.1002/jbmr.2108"
"10.1002/jbmr.2109"
"10.1002/jbmr.2110"
"10.1002/jbmr.2111"
"10.1002/jcc.23533"
"10.1002/jcc.23536"
"10.1002/jcc.23538"
"10.1002/jcc.23539"
"10.1002/jcc.23543"
"10.1002/jemt.22331"
"10.1002/jemt.22333"
"10.1002/jemt.22334"
"10.1002/jms.3317"
"10.1002/jms.3322"
"10.1002/jssc.201300603"
"10.1002/jssc.201300778"
"10.1002/jssc.201301033"
"10.1002/jssc.201301112"
"10.1002/jssc.201301121"
"10.1002/jssc.201301144"
"10.1002/jssc.201301199"
"10.1002/jssc.201301239"
"10.1002/jssc.201301242"
"10.1002/jssc.201301244"
"10.1002/jssc.201301251"
"10.1002/jssc.201301278"
"10.1002/jssc.201301294"
"10.1002/jssc.201301338"
"10.1002/jssc.201301341"
"10.1002/jssc.201301352"
"10.1002/kin.20838"
"10.1002/kin.20840"
"10.1002/kin.20845"
"10.1002/mds.25801"
"10.1002/minf.201300023"
"10.1002/minf.201300059"
"10.1002/minf.201300092"
"10.1002/minf.201300113"
"10.1002/minf.201300143"
"10.1002/mop.28131"
"10.1002/mop.28132"
"10.1002/mop.28133"
"10.1002/mop.28134"
"10.1002/mop.28135"
"10.1002/mop.28136"
"10.1002/mop.28137"
"10.1002/mop.28138"
"10.1002/mop.28139"
"10.1002/mop.28140"
"10.1002/mop.28141"
"10.1002/mop.28142"
"10.1002/mop.28143"
"10.1002/mop.28144"
"10.1002/mop.28145"
"10.1002/mop.28146"
"10.1002/mop.28147"
"10.1002/mop.28148"
"10.1002/mop.28149"
"10.1002/mop.28150"
"10.1002/mop.28151"
"10.1002/mop.28152"
"10.1002/mop.28153"
"10.1002/mop.28154"
"10.1002/mop.28155"
"10.1002/mop.28156"
"10.1002/mop.28157"
"10.1002/mop.28158"
"10.1002/mop.28159"
"10.1002/mop.28160"
"10.1002/mop.28161"
"10.1002/mop.28162"
"10.1002/mop.28163"
"10.1002/mop.28164"
"10.1002/mop.28165"
"10.1002/mop.28166"
"10.1002/mop.28167"
"10.1002/mop.28169"
"10.1002/mop.28170"
"10.1002/mop.28171"
"10.1002/mop.28172"
"10.1002/mop.28173"
"10.1002/mop.28175"
"10.1002/mop.28176"
"10.1002/mop.28177"
"10.1002/mop.28178"
"10.1002/mop.28179"
"10.1002/mop.28180"
"10.1002/mop.28181"
"10.1002/mop.28182"
"10.1002/mop.28183"
"10.1002/mop.28184"
"10.1002/mop.28185"
"10.1002/mop.28186"
"10.1002/mop.28187"
"10.1002/mop.28188"
"10.1002/mop.28189"
"10.1002/mop.28190"
"10.1002/mrm.25537"
"10.1002/nme.4601"
"10.1002/nme.4612"
"10.1002/nme.4616"
"10.1002/pat.3239"
"10.1002/pat.3242"
"10.1002/pat.3244"
"10.1002/pat.3245"
"10.1002/pat.3246"
"10.1002/pat.3248"
"10.1002/path.4300"
"10.1002/path.4305"
"10.1002/path.4306"
"10.1002/path.4309"
"10.1002/path.4310"
"10.1002/path.4311"
"10.1002/path.4313"
"10.1002/path.4314"
"10.1002/path.4315"
"10.1002/path.4316"
"10.1002/per.1962"
"10.1002/pip.2475"
"10.1002/pits.21752"
"10.1002/pits.21755"
"10.1002/pros.22727"
"10.1002/pros.22760"
"10.1002/pros.22774"
"10.1002/pros.22776"
"10.1002/pros.22777"
"10.1002/pros.22782"
"10.1002/prot.24377"
"10.1002/prot.24488"
"10.1002/prot.24489"
"10.1002/prot.24490"
"10.1002/prot.24495"
"10.1002/psc.2611"
"10.1002/pssb.201350412"
"10.1002/sam.11229"
"10.1002/sia.5359"
"10.1002/sia.5360"
"10.1002/sia.5362"
"10.1002/sia.5364"
"10.1002/sia.5400"
"10.1002/sia.5402"
"10.1002/sia.5403"
"10.1002/sia.5404"
"10.1002/sia.5406"
